mean anscombe freeman square_root
11.3 1.00067647879 0.990684433434 1.03877219384
11.35 1.00066931524 0.990712877136 1.03856418547
11.4 1.00066226307 0.990741279093 1.03835857023
11.45 1.00065532014 0.990769634668 1.03815530324
11.5 1.00064848438 0.990797939457 1.03795434077
11.55 1.00064175374 0.990826189283 1.03775564025
11.6 1.00063512622 0.990854380183 1.0375591602
11.65 1.00062859985 0.9908825084 1.0373648602
11.7 1.00062217271 0.990910570375 1.03717270089
11.75 1.00061584291 0.990938562737 1.03698264388
11.8 1.00060960862 0.990966482298 1.03679465176
11.85 1.00060346802 0.990994326043 1.03660868808
11.9 1.00059741934 0.991022091121 1.03642471726
11.95 1.00059146085 0.991049774843 1.03624270462
12 1.00058559084 0.991077374669 1.03606261635
12.05 1.00057980766 0.991104888207 1.03588441945
12.1 1.00057410967 0.991132313203 1.03570808171
12.15 1.00056849527 0.991159647539 1.03553357172
12.2 1.00056296291 0.991186889221 1.03536085881
12.25 1.00055751106 0.99121403638 1.03518991306
12.3 1.00055213821 0.991241087262 1.03502070522
12.35 1.00054684291 0.991268040225 1.03485320677
12.4 1.0005416237 0.991294893736 1.03468738984
12.45 1.0005364792 0.991321646362 1.0345232272
12.5 1.00053140801 0.991348296768 1.03436069225
12.55 1.0005264088 0.991374843714 1.03419975901
12.6 1.00052148024 0.991401286047 1.03404040208
12.65 1.00051662104 0.991427622702 1.03388259665
12.7 1.00051182994 0.991453852693 1.03372631845
12.75 1.0005071057 0.991479975115 1.03357154376
12.8 1.00050244711 0.991505989134 1.03341824939
12.85 1.00049785297 0.991531893991 1.03326641264
12.9 1.00049332213 0.991557688991 1.03311601134
12.95 1.00048885346 0.991583373508 1.03296702378
13 1.00048444582 0.991608946974 1.03281942872
13.05 1.00048009815 0.991634408883 1.03267320538
13.1 1.00047580936 0.991659758785 1.03252833342
13.15 1.00047157842 0.991684996283 1.03238479294
13.2 1.00046740429 0.991710121031 1.03224256445
13.25 1.00046328599 0.991735132735 1.03210162887
13.3 1.00045922252 0.991760031143 1.03196196751
13.35 1.00045521292 0.991784816052 1.03182356207
